n_objects,n_triangles,n_collisions,n_draw_calls,time_ns
6,72,0,6,728966
6,72,0,6,881880
6,72,0,6,881450
6,72,0,6,840967
6,72,0,6,674459
6,72,0,6,697875
6,72,0,6,716923
6,72,0,6,1113092
6,72,0,6,720934
6,72,0,6,777808
6,72,0,6,733074
6,72,0,6,706024
6,72,0,6,713682
6,72,0,6,702017
6,72,0,6,686089
6,72,0,6,681079
6,72,0,6,955148
6,72,0,6,691984
6,72,0,6,851088
6,72,0,6,820716
6,72,0,6,801477
6,72,0,6,763603
6,72,0,6,802807
6,72,0,6,792509
6,72,0,6,767891
6,72,0,6,867375
6,72,0,6,772211
6,72,0,6,846067
6,72,0,6,832824
6,72,0,6,784542
6,72,0,6,834288
6,72,0,6,944352
6,72,0,6,914564
6,72,0,6,762171
6,72,0,6,690486
6,72,0,6,748718
6,72,0,6,779687
6,72,0,6,792139
6,72,0,6,769825
6,72,0,6,766381
6,72,0,6,799390
6,72,0,6,770667
6,72,0,6,774939
6,72,0,6,763480
6,72,0,6,720993
6,72,0,6,760696
6,72,0,6,802474
6,72,0,6,753745
6,72,0,6,774914
6,72,0,6,699036
6,72,0,6,748564
6,72,0,6,766253
6,72,0,6,800876
6,72,0,6,767438
6,72,0,6,785422
6,72,0,6,730022
6,72,0,6,763425
6,72,0,6,829960
6,72,0,6,795933
6,72,0,6,765917
6,72,0,6,718710
6,72,0,6,810311
6,72,0,6,796414
6,72,0,6,750091
6,72,0,6,737525
6,72,0,6,741894
6,72,0,6,793374
6,72,0,6,770690
6,72,0,6,752943
6,72,0,6,738780
6,72,0,6,767328
6,72,0,6,758794
6,72,0,6,734689
6,72,0,6,736637
6,72,0,6,700949
6,72,0,6,731487
6,72,0,6,920490
6,72,0,6,734310
6,72,0,6,788548
6,72,0,6,819255
6,72,0,6,855023
6,72,0,6,725895
6,72,0,6,787856
6,72,0,6,760701
6,72,0,6,709855
6,72,0,6,712498
6,72,0,6,792156
6,72,0,6,742264
6,72,0,6,749543
6,72,0,6,841349
6,72,0,6,782014
6,72,0,6,708914
6,72,0,6,658857
6,72,0,6,638262
6,72,0,6,883220
6,72,0,6,801460
6,72,0,6,662369
6,72,0,6,692165
6,72,0,6,661263
6,72,0,6,652968
6,72,0,6,750369
6,72,0,6,719581
6,72,0,6,719984
6,72,0,6,761166
6,72,0,6,760039
6,72,0,6,920741
6,72,0,6,795253
6,72,0,6,764934
6,72,0,6,913374
6,72,0,6,719314
6,72,0,6,726696
6,72,0,6,766150
6,72,0,6,742857
6,72,0,6,726569
6,72,0,6,722144
6,72,0,6,1215348
6,72,0,6,752113
6,72,0,6,715992
6,72,0,6,705806
6,72,0,6,736015
6,72,0,6,780907
6,72,0,6,819522
6,72,0,6,823243
6,72,0,6,728296
6,72,0,6,781813
6,72,0,6,907111
6,72,0,6,738418
6,72,0,6,746611
6,72,0,6,739973
6,72,0,6,834036
6,72,0,6,775226
6,72,0,6,740818
6,72,0,6,717972
6,72,0,6,1053372
6,72,0,6,705831
6,72,0,6,675637
6,72,0,6,1095246
6,72,0,6,670048
6,72,0,6,715841
6,72,0,6,1116647
6,72,0,6,737342
6,72,0,6,741384
6,72,0,6,758805
6,72,0,6,785326
6,72,0,6,758645
6,72,0,6,769991
6,72,0,6,758344
6,72,0,6,761166
6,72,0,6,719071
6,72,0,6,761110
6,72,0,6,844750
6,72,0,6,763945
6,72,0,6,799220
6,72,0,6,815478
6,72,0,6,788595
6,72,0,6,742803
6,72,0,6,728808
6,72,0,6,896906
6,72,0,6,759051
6,72,0,6,775006
6,72,0,6,771939
6,72,0,6,751581
6,72,0,6,783919
6,72,0,6,778303
6,72,0,6,854774
6,72,0,6,719080
6,72,0,6,701358
6,72,0,6,714326
6,72,0,6,695714
6,72,0,6,1043585
6,72,0,6,706878
6,72,0,6,714461
6,72,0,6,818100
6,72,0,6,1392293
6,72,0,6,713105
6,72,0,6,748986
6,72,0,6,713608
6,72,0,6,730882
6,72,0,6,755271
6,72,0,6,824392
6,72,0,6,727607
6,72,0,6,719092
6,72,0,6,779653
6,72,0,6,730052
6,72,0,6,730662
6,72,0,6,754958
6,72,0,6,730212
6,72,0,6,893544
6,72,0,6,736284
6,72,0,6,845695
6,72,0,6,750410
6,72,0,6,681419
6,72,0,6,759364
6,72,0,6,789854
6,72,0,6,732721
6,72,0,6,722238
6,72,0,6,758907
6,72,0,6,740980
6,72,0,6,811007
6,72,0,6,750458
6,72,0,6,709783
6,72,0,6,683049
6,72,0,6,872028
6,72,0,6,898746
6,72,0,6,686702
6,72,0,6,702254
6,72,0,6,689973
6,72,0,6,696600
6,72,0,6,1143668
6,72,0,6,763740
6,72,0,6,732452
6,72,0,6,739290
6,72,0,6,1247054
6,72,0,6,834281
6,72,0,6,713030
6,72,0,6,701217
6,72,0,6,690892
6,72,0,6,914174
6,72,0,6,754179
6,72,0,6,772330
6,72,0,6,657434
6,72,0,6,717476
6,72,0,6,740356
6,72,0,6,730452
6,72,0,6,796132
6,72,0,6,734960
6,72,0,6,693684
6,72,0,6,733990
6,72,0,6,754142
6,72,0,6,711046
6,72,0,6,702142
6,72,0,6,893390
6,72,0,6,769792
6,72,0,6,740964
6,72,0,6,885848
6,72,0,6,721848
6,72,0,6,780546
6,72,0,6,729036
6,72,0,6,738178
6,72,0,6,692479
6,72,0,6,675740
6,72,0,6,878201
6,72,0,6,854481
6,72,0,6,756221
6,72,0,6,748422
6,72,0,6,750920
6,72,0,6,758226
6,72,0,6,802739
6,72,0,6,789721
6,72,0,6,759788
6,72,0,6,751904
6,72,0,6,808588
6,72,0,6,729960
6,72,0,6,707173
6,72,0,6,943670
6,72,0,6,742669
6,72,0,6,760855
6,72,0,6,731854
6,72,0,6,797482
6,72,0,6,753982
6,72,0,6,776711
6,72,0,6,731456
6,72,0,6,834547
6,72,0,6,781734
6,72,0,6,721606
6,72,0,6,781847
6,72,0,6,713510
6,72,0,6,777788
6,72,0,6,820038
6,72,0,6,731686
6,72,0,6,730385
6,72,0,6,724526
6,72,0,6,717968
6,72,0,6,744027
6,72,0,6,751984
6,72,0,6,787074
6,72,0,6,775654
6,72,0,6,771265
6,72,0,6,761599
6,72,0,6,789301
6,72,0,6,815506
6,72,0,6,814899
6,72,0,6,750048
6,72,0,6,749876
6,72,0,6,731104
6,72,0,6,875886
6,72,0,6,734805
6,72,0,6,675992
6,72,0,6,723757
6,72,0,6,714805
6,72,0,6,745038
6,72,0,6,719082
6,72,0,6,742065
6,72,0,6,710162
6,72,0,6,705005
6,72,0,6,683148
6,72,0,6,681849
6,72,0,6,772534
6,72,0,6,907232
6,72,0,6,729731
6,72,0,6,743322
6,72,0,6,787049
6,72,0,6,769936
6,72,0,6,758994
6,72,0,6,727946
6,72,0,6,752781
6,72,0,6,760623
6,72,0,6,746922
6,72,0,6,756185
6,72,0,6,759320
6,72,0,6,769061
6,72,0,6,839633
6,72,0,6,863651
6,72,0,6,834080
6,72,0,6,773291
6,72,0,6,731646
6,72,0,6,834952
6,72,0,6,765529
6,72,0,6,994112
6,72,0,6,1145527
6,72,0,6,706517
6,72,0,6,701690
6,72,0,6,746632
6,72,0,6,756600
6,72,0,6,729158
6,72,0,6,720867
6,72,0,6,738435
6,72,0,6,740226
6,72,0,6,712567
6,72,0,6,718397
6,72,0,6,707886
6,72,0,6,1101603
6,72,0,6,675458
6,72,0,6,705524
6,72,0,6,779484
6,72,0,6,773091
6,72,0,6,739550
6,72,0,6,752770
6,72,0,6,661573
6,72,0,6,669907
6,72,0,6,689782
6,72,0,6,703714
6,72,0,6,708876
6,72,0,6,1119179
6,72,0,6,712253
6,72,0,6,1136715
6,72,0,6,716426
6,72,0,6,677767
6,72,0,6,695562
6,72,0,6,801408
6,72,0,6,641777
6,72,0,6,668894
6,72,0,6,683716
6,72,0,6,683193
6,72,0,6,642959
6,72,0,6,1065926
6,72,0,6,709163
6,72,0,6,937465
6,72,0,6,675808
6,72,0,6,733086
6,72,0,6,649551
6,72,0,6,712141
6,72,0,6,691499
6,72,0,6,695237
6,72,0,6,675062
6,72,0,6,708393
6,72,0,6,701414
6,72,0,6,1172437
6,72,0,6,683526
6,72,0,6,666746
6,72,0,6,763719
6,72,0,6,714732
6,72,0,6,722938
6,72,0,6,720794
6,72,0,6,1146036
6,72,0,6,699443
6,72,0,6,647256
6,72,0,6,817198
6,72,0,6,765921
6,72,0,6,1019964
6,72,0,6,655910
6,72,0,6,774668
6,72,0,6,677783
6,72,0,6,690568
6,72,0,6,744351
6,72,0,6,687613
6,72,0,6,775716
6,72,0,6,737925
6,72,0,6,1251084
6,72,0,6,682474
6,72,0,6,1120251
6,72,0,6,682813
6,72,0,6,698221
6,72,0,6,710072
6,72,0,6,659651
6,72,0,6,668869
6,72,0,6,720220
6,72,0,6,735542
6,72,0,6,711338
6,72,0,6,759526
6,72,0,6,771310
6,72,0,6,807416
6,72,0,6,836011
6,72,0,6,1676783
11,132,0,6,1615298
11,132,0,11,1681766
11,132,0,11,1580098
11,132,0,11,2190515
11,132,0,11,1510687
11,132,0,11,1293705
11,132,0,11,1241767
11,132,0,11,1192138
11,132,0,11,1220022
11,132,0,11,1357815
11,132,0,11,1247795
11,132,0,11,1201055
11,132,0,11,1156232
11,132,0,11,1171503
11,132,0,11,1226263
11,132,0,11,1439390
11,132,0,11,1338396
11,132,0,11,1280071
11,132,0,11,1178338
11,132,0,11,1807248
11,132,0,11,1218575
11,132,0,11,1192446
11,132,0,11,1273106
11,132,0,11,1580385
11,132,0,11,1382152
11,132,0,11,1777583
11,132,0,11,1168931
11,132,0,11,1179223
11,132,0,11,1148973
11,132,0,11,1325597
11,132,0,11,1357739
11,132,0,11,1465093
11,132,0,11,1406024
11,132,0,11,1260719
11,132,0,11,1248654
11,132,0,11,1341508
11,132,0,11,1961477
11,132,0,11,1313009
11,132,0,11,1397136
11,132,0,11,1293286
11,132,0,11,1358523
11,132,0,11,1321947
11,132,0,11,1331310
11,132,0,11,1467803
11,132,0,11,1315667
11,132,0,11,1309868
11,132,0,11,1769818
11,132,0,11,1223023
11,132,0,11,1353752
11,132,0,11,1336181
11,132,0,11,1628219
11,132,0,11,1243100
11,132,0,11,1226606
11,132,0,11,1580149
11,132,0,11,1280865
11,132,0,11,1277160
11,132,0,11,1277147
11,132,0,11,1366957
11,132,0,11,1241741
11,132,0,11,1295737
11,132,0,11,1200481
11,132,0,11,1271924
11,132,0,11,1201953
11,132,0,11,1239027
11,132,0,11,1166913
11,132,0,11,1202831
11,132,0,11,1149655
11,132,0,11,1259836
11,132,0,11,1196001
11,132,0,11,1191273
11,132,0,11,1225444
11,132,0,11,1256281
11,132,0,11,1248471
11,132,0,11,1322026
11,132,0,11,1424806
11,132,0,11,1336370
11,132,0,11,1210464
11,132,0,11,1266324
11,132,0,11,1305943
11,132,0,11,1341335
11,132,0,11,1315633
11,132,0,11,1342166
11,132,0,11,1207614
11,132,0,11,1334421
11,132,0,11,1678186
11,132,0,11,1173439
11,132,0,11,1151797
11,132,0,11,1148511
11,132,0,11,1412568
11,132,0,11,1447217
11,132,0,11,1177441
11,132,0,11,1158261
11,132,0,11,1201399
11,132,0,11,1538538
11,132,0,11,1192224
11,132,0,11,1867533
11,132,0,11,1164717
11,132,0,11,1238926
11,132,0,11,1376909
11,132,0,11,1207439
11,132,0,11,1167649
11,132,0,11,1127975
11,132,0,11,1156638
11,132,0,11,1215435
11,132,0,11,1282261
11,132,0,11,1314450
11,132,0,11,1286919
11,132,0,11,1336375
11,132,0,11,1225147
11,132,0,11,1268834
11,132,0,11,1238220
11,132,0,11,1251233
11,132,0,11,1254626
11,132,0,11,1242515
11,132,0,11,1253203
11,132,0,11,1804320
11,132,0,11,1200505
11,132,0,11,1178443
11,132,0,11,1180617
11,132,0,11,1162668
11,132,0,11,1225622
11,132,0,11,1200761
11,132,0,11,1210603
11,132,0,11,1245122
11,132,0,11,1240819
11,132,0,11,1342057
11,132,0,11,1177236
11,132,0,11,1141901
11,132,0,11,1288120
11,132,0,11,1295022
11,132,0,11,1299708
11,132,0,11,1293870
11,132,0,11,1352703
11,132,0,11,1279446
11,132,0,11,1242996
11,132,0,11,1263396
11,132,0,11,1209349
11,132,0,11,1193158
11,132,0,11,1313564
11,132,0,11,1237258
11,132,0,11,1257159
11,132,0,11,1262777
11,132,0,11,1702090
11,132,0,11,1340754
11,132,0,11,1264043
11,132,0,11,1412580
11,132,0,11,1409372
11,132,0,11,1214044
11,132,0,11,1237495
11,132,0,11,1270723
11,132,0,11,1342222
11,132,0,11,1210542
11,132,0,11,1189126
11,132,0,11,1161781
11,132,0,11,1300226
11,132,0,11,1318470
11,132,0,11,1408844
11,132,0,11,1203010
11,132,0,11,1196477
11,132,0,11,1285625
11,132,0,11,1239425
11,132,0,11,1265900
11,132,0,11,1303855
11,132,0,11,1289603
11,132,0,11,1239123
11,132,0,11,1738721
11,132,0,11,2010751
11,132,0,11,1304233
11,132,0,11,1154787
11,132,0,11,1143791
11,132,0,11,1141328
11,132,0,11,1109721
11,132,0,11,1099258
11,132,0,11,1116069
11,132,0,11,1179684
11,132,0,11,1319539
11,132,0,11,1421839
11,132,0,11,1265606
11,132,0,11,1322319
11,132,0,11,1242275
11,132,0,11,1232406
11,132,0,11,1244778
11,132,0,11,1258757
11,132,0,11,1213457
11,132,0,11,1408196
11,132,0,11,1270354
11,132,0,11,1260223
11,132,0,11,1209999
11,132,0,11,1194151
11,132,0,11,1160983
11,132,0,11,1189477
11,132,0,11,1223851
11,132,0,11,1268996
11,132,0,11,1427327
11,132,0,11,1307548
11,132,0,11,1241414
11,132,0,11,1231068
11,132,0,11,1240182
11,132,0,11,1258439
11,132,0,11,1205029
11,132,0,11,1262224
11,132,0,11,1163087
11,132,0,11,1155120
11,132,0,11,1103185
11,132,0,11,1109469
11,132,0,11,1073828
11,132,0,11,1153895
11,132,0,11,1132575
11,132,0,11,1194376
11,132,0,11,1178084
11,132,0,11,1237356
11,132,0,11,1167238
11,132,0,11,1177280
11,132,0,11,1195253
11,132,0,11,1214937
11,132,0,11,1233525
11,132,0,11,1197145
11,132,0,11,1262069
11,132,0,11,1215154
11,132,0,11,1174343
11,132,0,11,1146933
11,132,0,11,1131304
11,132,0,11,1130594
11,132,0,11,1198035
11,132,0,11,1265331
11,132,0,11,1239987
11,132,0,11,1199025
11,132,0,11,1235109
11,132,0,11,1295418
11,132,0,11,1212710
11,132,0,11,1154925
11,132,0,11,1167043
11,132,0,11,1184292
11,132,0,11,1128447
11,132,0,11,1144786
11,132,0,11,1122369
11,132,0,11,1162999
11,132,0,11,1212026
11,132,0,11,1151305
11,132,0,11,1109126
11,132,0,11,1120034
11,132,0,11,1130423
11,132,0,11,1159852
11,132,0,11,1130303
11,132,0,11,1184007
11,132,0,11,1169427
11,132,0,11,1133825
11,132,0,11,1124801
11,132,0,11,1120944
11,132,0,11,1111190
11,132,0,11,1129751
11,132,0,11,1106429
11,132,0,11,1141696
11,132,0,11,1222664
11,132,0,11,1176445
11,132,0,11,1158008
11,132,0,11,1144751
11,132,0,11,1135354
11,132,0,11,1105145
11,132,0,11,1133869
11,132,0,11,1157908
11,132,0,11,1171250
11,132,0,11,1173547
11,132,0,11,1173405
11,132,0,11,1175276
11,132,0,11,1136382
11,132,0,11,1166234
11,132,0,11,1133380
11,132,0,11,1201894
11,132,0,11,1163108
11,132,0,11,1169740
11,132,0,11,1184244
11,132,0,11,1144162
11,132,0,11,1168440
11,132,0,11,2343008
11,132,0,11,1703780
11,132,0,11,1142713
11,132,0,11,1122203
11,132,0,11,1141072
11,132,0,11,1161449
11,132,0,11,1129162
11,132,0,11,1138102
11,132,0,11,1112569
11,132,0,11,1148971
11,132,0,11,1117593
11,132,0,11,1118692
11,132,0,11,1163159
11,132,0,11,1180000
11,132,0,11,1179810
11,132,0,11,1148476
11,132,0,11,1136251
11,132,0,11,1113006
11,132,0,11,1151373
11,132,0,11,1122629
11,132,0,11,1096030
11,132,0,11,1114107
11,132,0,11,1204222
11,132,0,11,1141366
11,132,0,11,1148909
11,132,0,11,1107142
11,132,0,11,1197957
11,132,0,11,1138422
11,132,0,11,1181899
11,132,0,11,1117624
11,132,0,11,1154053
11,132,0,11,1167368
11,132,0,11,1191057
11,132,0,11,1184196
11,132,0,11,1175500
11,132,0,11,1192472
11,132,0,11,1200920
11,132,0,11,1280731
11,132,0,11,1247453
11,132,0,11,1263704
11,132,0,11,1235387
11,132,0,11,1211683
11,132,0,11,1220856
11,132,0,11,1187523
11,132,0,11,1204302
11,132,0,11,1157138
11,132,0,11,1224688
11,132,0,11,1276234
11,132,0,11,1334701
11,132,0,11,1261372
11,132,0,11,1201938
11,132,0,11,1198877
11,132,0,11,1211909
11,132,0,11,1200219
11,132,0,11,1353745
11,132,0,11,1238106
11,132,0,11,1268202
11,132,0,11,1261944
11,132,0,11,1224362
11,132,0,11,1187553
11,132,0,11,1213360
11,132,0,11,1277028
11,132,0,11,1201223
11,132,0,11,1160807
11,132,0,11,1220995
11,132,0,11,1425414
11,132,0,11,1243990
11,132,0,11,1206077
11,132,0,11,1176670
11,132,0,11,1133666
11,132,0,11,1175909
11,132,0,11,1184485
11,132,0,11,1176854
11,132,0,11,1194355
11,132,0,11,1197722
11,132,0,11,1173969
11,132,0,11,1174203
11,132,0,11,1168989
11,132,0,11,1179986
11,132,0,11,1192519
11,132,0,11,1252852
11,132,0,11,1262706
11,132,0,11,1244830
11,132,0,11,1236776
11,132,0,11,1231929
11,132,0,11,1283137
11,132,0,11,1274987
11,132,0,11,1280834
11,132,0,11,1280237
11,132,0,11,1292732
11,132,0,11,1279452
11,132,0,11,1331528
11,132,0,11,1239270
11,132,0,11,1239381
11,132,0,11,1253150
11,132,0,11,1241212
11,132,0,11,1219036
11,132,0,11,1188889
11,132,0,11,1228455
