n_objects,n_triangles,n_collisions,n_draw_calls,time_ns
11,132,0,11,1318435
11,132,0,11,1364664
11,132,0,11,1306900
11,132,0,11,1166755
11,132,0,11,1122595
11,132,0,11,1185353
11,132,0,11,1270182
11,132,0,11,1259860
11,132,0,11,1292591
11,132,0,11,1334069
11,132,0,11,1228476
11,132,0,11,1276308
11,132,0,11,1258408
11,132,0,11,1245783
11,132,0,11,1254221
11,132,0,11,1243997
11,132,0,11,1232871
11,132,0,11,1218966
11,132,0,11,1242041
11,132,0,11,1224562
11,132,0,11,1188228
11,132,0,11,1232397
11,132,0,11,1178998
11,132,0,11,1212755
11,132,0,11,1305151
11,132,0,11,1256434
11,132,0,11,1226757
11,132,0,11,1337512
11,132,0,11,1235145
11,132,0,11,1294132
11,132,0,11,1234315
11,132,0,11,1250017
11,132,0,11,1234097
11,132,0,11,1247045
11,132,0,11,1231821
11,132,0,11,1214920
11,132,0,11,1169097
11,132,0,11,1193130
11,132,0,11,1143275
11,132,0,11,1152273
11,132,0,11,1186324
11,132,0,11,1225321
11,132,0,11,1202503
11,132,0,11,1232776
11,132,0,11,1158736
11,132,0,11,1159020
11,132,0,11,1230979
11,132,0,11,1258707
11,132,0,11,1218477
11,132,0,11,1233123
11,132,0,11,1145409
11,132,0,11,1283410
11,132,0,11,1144337
11,132,0,11,1133382
11,132,0,11,1148989
11,132,0,11,1270167
11,132,0,11,1257959
11,132,0,11,1190387
11,132,0,11,1165889
11,132,0,11,1146330
11,132,0,11,1197905
11,132,0,11,1191743
11,132,0,11,1168429
11,132,0,11,1219780
11,132,0,11,1224665
11,132,0,11,1159844
11,132,0,11,1189998
11,132,0,11,1221933
11,132,0,11,1256948
11,132,0,11,1243445
11,132,0,11,1258725
11,132,0,11,1235466
11,132,0,11,1215842
11,132,0,11,1229952
11,132,0,11,1252519
11,132,0,11,1184569
11,132,0,11,1214730
11,132,0,11,1214745
11,132,0,11,1255656
11,132,0,11,1227702
11,132,0,11,1214115
11,132,0,11,1163800
11,132,0,11,1160523
11,132,0,11,1186359
11,132,0,11,1239048
11,132,0,11,1226967
11,132,0,11,1268699
11,132,0,11,1224716
11,132,0,11,1172338
11,132,0,11,1150293
11,132,0,11,1152846
11,132,0,11,1206247
11,132,0,11,1244511
11,132,0,11,1174638
11,132,0,11,1204214
11,132,0,11,1248780
11,132,0,11,1171740
11,132,0,11,1147296
11,132,0,11,1133984
11,132,0,11,1187348
11,132,0,11,1165924
11,132,0,11,1134596
11,132,0,11,1132377
11,132,0,11,1128631
11,132,0,11,1182958
11,132,0,11,1139614
11,132,0,11,1152370
11,132,0,11,1168562
11,132,0,11,1422222
11,132,0,11,1214935
11,132,0,11,1168345
11,132,0,11,1131566
11,132,0,11,1137823
11,132,0,11,1150270
11,132,0,11,1203052
11,132,0,11,1210715
11,132,0,11,1207673
11,132,0,11,1227415
11,132,0,11,1187266
11,132,0,11,1215482
11,132,0,11,1261871
11,132,0,11,1204517
11,132,0,11,1161664
11,132,0,11,1179793
11,132,0,11,1161226
11,132,0,11,1175147
11,132,0,11,1181767
11,132,0,11,1181974
11,132,0,11,1224018
11,132,0,11,1259754
11,132,0,11,1304089
11,132,0,11,1175902
11,132,0,11,1154768
11,132,0,11,1240458
11,132,0,11,1220680
11,132,0,11,1222633
11,132,0,11,1200079
11,132,0,11,1325544
11,132,0,11,1233062
11,132,0,11,1181461
11,132,0,11,1192980
11,132,0,11,1193974
11,132,0,11,1209699
11,132,0,11,1171545
11,132,0,11,1230689
11,132,0,11,1243731
11,132,0,11,1237539
11,132,0,11,1230843
11,132,0,11,1239793
11,132,0,11,1170011
11,132,0,11,1213361
11,132,0,11,1195028
11,132,0,11,1186232
11,132,0,11,1182987
11,132,0,11,1192588
11,132,0,11,1256058
11,132,0,11,1142185
11,132,0,11,1132549
11,132,0,11,1133160
11,132,0,11,1112416
11,132,0,11,1141680
11,132,0,11,1131149
11,132,0,11,1171339
11,132,0,11,1121032
11,132,0,11,1146610
11,132,0,11,1159068
11,132,0,11,1122235
11,132,0,11,1139686
11,132,0,11,1172706
11,132,0,11,1164175
11,132,0,11,1145936
11,132,0,11,1152495
11,132,0,11,1171201
11,132,0,11,1191573
11,132,0,11,1163405
11,132,0,11,1172230
11,132,0,11,1164260
11,132,0,11,1129665
11,132,0,11,1117406
11,132,0,11,1134843
11,132,0,11,1236413
11,132,0,11,1183091
11,132,0,11,1182321
11,132,0,11,1236044
11,132,0,11,1190294
11,132,0,11,1199037
11,132,0,11,1191672
11,132,0,11,1146725
11,132,0,11,1256120
11,132,0,11,1167953
11,132,0,11,1136470
11,132,0,11,1184032
11,132,0,11,1173547
11,132,0,11,1189187
11,132,0,11,1238348
11,132,0,11,1233502
11,132,0,11,1236292
11,132,0,11,1237945
11,132,0,11,1259741
11,132,0,11,1237659
11,132,0,11,1264806
16,192,0,11,1826864
16,192,0,16,1697459
16,192,0,16,1650271
16,192,0,16,1674953
16,192,0,16,1664273
16,192,0,16,1650206
16,192,0,16,1611758
16,192,0,16,1580826
16,192,0,16,1606147
16,192,0,16,2577471
16,192,0,16,2509024
16,192,0,16,1667296
16,192,0,16,1759849
16,192,0,16,1708000
16,192,0,16,1666036
16,192,0,16,1674178
16,192,0,16,1673954
16,192,0,16,1677771
16,192,0,16,1638982
16,192,0,16,1666294
16,192,0,16,1859627
16,192,0,16,1738098
16,192,0,16,1680621
16,192,0,16,1734937
16,192,0,16,1733783
16,192,0,16,1755922
16,192,0,16,1764809
16,192,0,16,1703461
16,192,0,16,1846680
16,192,0,16,1750086
16,192,0,16,1746015
16,192,0,16,1739485
16,192,0,16,1796841
16,192,0,16,1749314
16,192,0,16,1712686
16,192,0,16,1715886
16,192,0,16,1734247
16,192,0,16,1722514
16,192,0,16,1700868
16,192,0,16,1621058
16,192,0,16,1614343
16,192,0,16,1595072
16,192,0,16,1614193
16,192,0,16,1548610
16,192,0,16,1545503
16,192,0,16,1599199
16,192,0,16,1544106
16,192,0,16,1567486
16,192,0,16,1658012
16,192,0,16,1679603
16,192,0,16,1613722
16,192,0,16,1669541
16,192,0,16,1671919
16,192,0,16,1748997
16,192,0,16,1729861
16,192,0,16,1688897
16,192,0,16,1661708
16,192,0,16,1681292
16,192,0,16,1694569
16,192,0,16,1714038
16,192,0,16,1677121
16,192,0,16,1694245
16,192,0,16,1643955
16,192,0,16,1596510
16,192,0,16,1564418
16,192,0,16,1646175
16,192,0,16,1607654
16,192,0,16,1671435
16,192,0,16,1679844
16,192,0,16,1645588
16,192,0,16,1666480
16,192,0,16,1644154
16,192,0,16,1642875
16,192,0,16,1599603
16,192,0,16,1615132
16,192,0,16,1616479
16,192,0,16,1619890
16,192,0,16,1699099
16,192,0,16,1629634
16,192,0,16,1619278
16,192,0,16,1593781
16,192,0,16,1593560
16,192,0,16,1650066
16,192,0,16,1614186
16,192,0,16,1569698
16,192,0,16,1595375
16,192,0,16,1561814
16,192,0,16,1562542
16,192,0,16,1565837
16,192,0,16,1551646
16,192,0,16,1562092
16,192,0,16,1578244
16,192,0,16,1615779
16,192,0,16,1616848
16,192,0,16,1563201
16,192,0,16,1620448
16,192,0,16,1629197
16,192,0,16,1615352
16,192,0,16,1630260
16,192,0,16,1646756
16,192,0,16,1629503
16,192,0,16,1608527
16,192,0,16,1574368
16,192,0,16,1564340
16,192,0,16,1600744
16,192,0,16,1566383
16,192,0,16,1636933
16,192,0,16,1618037
16,192,0,16,1621025
16,192,0,16,2136656
16,192,0,16,1586818
16,192,0,16,1617998
16,192,0,16,1681159
16,192,0,16,1729925
16,192,0,16,1798486
16,192,0,16,1802808
16,192,0,16,1911630
16,192,0,16,1863112
16,192,0,16,1894594
16,192,0,16,1882472
16,192,0,16,1978270
16,192,0,16,1922797
16,192,0,16,1918775
16,192,0,16,1910044
16,192,0,16,1875919
16,192,0,16,1887024
16,192,0,16,1851273
16,192,0,16,1943476
16,192,0,16,1894020
16,192,0,16,1863881
16,192,0,16,1810318
16,192,0,16,1826737
16,192,0,16,1820186
16,192,0,16,1894540
16,192,0,16,1848621
16,192,0,16,1823289
16,192,0,16,1757428
16,192,0,16,1703436
16,192,0,16,1723353
16,192,0,16,1665022
16,192,0,16,1674029
16,192,0,16,1637051
16,192,0,16,1597565
16,192,0,16,1603970
16,192,0,16,1604906
16,192,0,16,1606868
16,192,0,16,1592668
16,192,0,16,1574276
16,192,0,16,1550575
16,192,0,16,1536060
16,192,0,16,1537299
16,192,0,16,1566763
16,192,0,16,1648752
16,192,0,16,1563812
16,192,0,16,1510020
16,192,0,16,1534568
16,192,0,16,1505471
16,192,0,16,1510328
16,192,0,16,1504578
16,192,0,16,1509949
16,192,0,16,1531522
16,192,0,16,1585638
16,192,0,16,1618625
16,192,0,16,1581022
16,192,0,16,1564766
16,192,0,16,1543660
16,192,0,16,1571131
16,192,0,16,1647821
16,192,0,16,1685461
16,192,0,16,1659640
16,192,0,16,1621203
16,192,0,16,1540812
16,192,0,16,1545586
16,192,0,16,1534045
16,192,0,16,1552526
16,192,0,16,1578091
16,192,0,16,1605924
16,192,0,16,1585575
16,192,0,16,1623799
16,192,0,16,1603172
16,192,0,16,1583640
16,192,0,16,1720815
16,192,0,16,1757484
16,192,0,16,1693983
16,192,0,16,2227102
16,192,0,16,1690516
16,192,0,16,1801722
16,192,0,16,1725689
16,192,0,16,1665474
16,192,0,16,1675791
16,192,0,16,1610038
16,192,0,16,1727425
16,192,0,16,1732650
16,192,0,16,1726027
16,192,0,16,1949150
16,192,0,16,1896598
16,192,0,16,1668537
16,192,0,16,1665836
16,192,0,16,1662465
16,192,0,16,1680098
16,192,0,16,1697478
16,192,0,16,1729619
16,192,0,16,1776624
16,192,0,16,1756913
16,192,0,16,1737991
16,192,0,16,1697368
16,192,0,16,1705991
16,192,0,16,1682312
16,192,0,16,1687351
16,192,0,16,1661934
16,192,0,16,1676077
16,192,0,16,1665497
16,192,0,16,1689871
16,192,0,16,1726805
16,192,0,16,1691048
16,192,0,16,1667602
16,192,0,16,1700100
16,192,0,16,1637625
16,192,0,16,1685554
16,192,0,16,1717701
16,192,0,16,1742035
16,192,0,16,1718666
16,192,0,16,1711000
16,192,0,16,1767263
16,192,0,16,1773867
16,192,0,16,1733924
16,192,0,16,1735255
16,192,0,16,1703599
16,192,0,16,1681358
16,192,0,16,2100017
16,192,0,16,2021749
16,192,0,16,1569193
16,192,0,16,1625643
16,192,0,16,1615582
16,192,0,16,1644607
16,192,0,16,1664573
16,192,0,16,1638031
16,192,0,16,1682364
16,192,0,16,1627715
16,192,0,16,1648254
16,192,0,16,1651996
16,192,0,16,1634899
16,192,0,16,1652156
16,192,0,16,1731717
16,192,0,16,1692773
16,192,0,16,1613563
16,192,0,16,1613664
16,192,0,16,2147946
16,192,0,16,1660691
16,192,0,16,2743109
16,192,0,16,1535786
16,192,0,16,1597662
16,192,0,16,1512355
16,192,0,16,1505593
16,192,0,16,1522419
16,192,0,16,1500370
16,192,0,16,1536658
16,192,0,16,1587106
16,192,0,16,1509682
16,192,0,16,1524508
16,192,0,16,1572737
16,192,0,16,1624213
16,192,0,16,1621224
16,192,0,16,1619735
16,192,0,16,1685664
16,192,0,16,1647181
16,192,0,16,1626259
16,192,0,16,1666822
16,192,0,16,1666397
16,192,0,16,1608432
16,192,0,16,1632955
16,192,0,16,1613611
16,192,0,16,1608589
16,192,0,16,1633614
16,192,0,16,1604191
16,192,0,16,1710714
16,192,0,16,1723371
16,192,0,16,1749593
16,192,0,16,2063378
16,192,0,16,1612055
16,192,0,16,1663046
16,192,0,16,1636388
16,192,0,16,1552220
16,192,0,16,1568319
16,192,0,16,1595124
16,192,0,16,1640039
16,192,0,16,1605938
16,192,0,16,1600278
16,192,0,16,1622010
16,192,0,16,1584283
16,192,0,16,1606909
16,192,0,16,1640988
16,192,0,16,1564962
16,192,0,16,1551753
16,192,0,16,1642214
16,192,0,16,1664987
16,192,0,16,1599719
16,192,0,16,1607776
16,192,0,16,1541428
16,192,0,16,1597555
16,192,0,16,1631563
16,192,0,16,1571329
16,192,0,16,1502915
16,192,0,16,1556808
16,192,0,16,1611849
16,192,0,16,1563047
16,192,0,16,1564020
16,192,0,16,1548178
16,192,0,16,1537874
16,192,0,16,1555337
16,192,0,16,1562522
16,192,0,16,1574309
16,192,0,16,1600834
16,192,0,16,1577578
16,192,0,16,1555166
16,192,0,16,1563547
16,192,0,16,1573464
16,192,0,16,1562391
16,192,0,16,1566011
16,192,0,16,1554012
16,192,0,16,1570640
16,192,0,16,1604889
16,192,0,16,1546032
16,192,0,16,1583001
16,192,0,16,1553374
16,192,0,16,1531043
16,192,0,16,1575236
16,192,0,16,1560214
16,192,0,16,1609231
16,192,0,16,1551142
16,192,0,16,1561852
16,192,0,16,1564453
16,192,0,16,1570498
16,192,0,16,1636011
16,192,0,16,1577780
16,192,0,16,1647812
16,192,0,16,1668196
16,192,0,16,1607897
16,192,0,16,1618126
16,192,0,16,1606284
16,192,0,16,1597728
16,192,0,16,1652438
16,192,0,16,1677334
16,192,0,16,1638112
16,192,0,16,1687586
16,192,0,16,1747311
16,192,0,16,1780012
16,192,0,16,1910381
16,192,0,16,1993975
16,192,0,16,2087712
16,192,0,16,2144444
16,192,0,16,2153176
16,192,0,16,2225878
16,192,0,16,2221723
16,192,0,16,2243970
16,192,0,16,2274034
16,192,0,16,2279470
16,192,0,16,2284416
16,192,0,16,2326021
16,192,0,16,2355453
16,192,0,16,2454076
16,192,0,16,2412757
16,192,0,16,2368183
16,192,0,16,2215192
16,192,0,16,2085335
16,192,0,16,2025555
16,192,0,16,1965003
16,192,0,16,1886096
16,192,0,16,1862546
16,192,0,16,1879910
16,192,0,16,1870078
16,192,0,16,1835197
16,192,0,16,1704475
16,192,0,16,1670033
16,192,0,16,1669338
16,192,0,16,1666503
16,192,0,16,1619009
16,192,0,16,1629690
16,192,0,16,1681501
16,192,0,16,1611328
16,192,0,16,1611928
16,192,0,16,1696467
16,192,0,16,1658726
16,192,0,16,1690231
16,192,0,16,1682710
16,192,0,16,1721544
16,192,0,16,1685663
16,192,0,16,1702872
16,192,0,16,1690502
16,192,0,16,1698414
16,192,0,16,1690996
16,192,0,16,1678659
16,192,0,16,1701981
16,192,0,16,1670494
16,192,0,16,1751406
16,192,0,16,1653521
16,192,0,16,1639599
16,192,0,16,1621967
16,192,0,16,1605762
16,192,0,16,1623232
16,192,0,16,1658539
16,192,0,16,1593834
16,192,0,16,1577928
16,192,0,16,1600513
16,192,0,16,1600314
16,192,0,16,1660884
16,192,0,16,1609082
16,192,0,16,1595394
16,192,0,16,1601595
16,192,0,16,1613380
16,192,0,16,1571596
16,192,0,16,1567051
16,192,0,16,1647510
16,192,0,16,1658009
16,192,0,16,1609801
16,192,0,16,1647828
16,192,0,16,1630949
16,192,0,16,1575951
16,192,0,16,1576923
16,192,0,16,1610726
16,192,0,16,1595744
16,192,0,16,1682240
16,192,0,16,1603524
16,192,0,16,1603837
16,192,0,16,1612234
16,192,0,16,1719248
16,192,0,16,1760313
16,192,0,16,1796564
16,192,0,16,1766834
16,192,0,16,1809493
16,192,0,16,1802864
16,192,0,16,1830691
16,192,0,16,1888417
16,192,0,16,1881130
16,192,0,16,1898207
16,192,0,16,1930543
16,192,0,16,1883534
16,192,0,16,1961120
16,192,0,16,1947075
16,192,0,16,1938962
16,192,0,16,2003696
16,192,0,16,2008220
16,192,0,16,1931116
16,192,0,16,1960304
16,192,0,16,1981229
16,192,0,16,1979436
16,192,0,16,2025354
16,192,0,16,2033618
16,192,0,16,2126853
16,192,0,16,2072951
16,192,0,16,2037669
16,192,0,16,2070659
16,192,0,16,2025653
16,192,0,16,1979326
16,192,0,16,1906316
16,192,0,16,1914166
16,192,0,16,1835471
16,192,0,16,1805720
16,192,0,16,1985853
16,192,0,16,1784154
16,192,0,16,1733322
16,192,0,16,1695960
16,192,0,16,1711696
16,192,0,16,1671254
16,192,0,16,1709304
16,192,0,16,1658334
16,192,0,16,1928929
16,192,0,16,1692740
16,192,0,16,1680953
16,192,0,16,1763260
16,192,0,16,1789883
16,192,0,16,1836827
16,192,0,16,1866420
16,192,0,16,1840155
16,192,0,16,2734966
16,192,0,16,1805927
16,192,0,16,1765527
16,192,0,16,1706969
16,192,0,16,1698220
16,192,0,16,1702155
16,192,0,16,1705646
16,192,0,16,1701901
16,192,0,16,1777536
16,192,0,16,1620516
16,192,0,16,1586856
16,192,0,16,1580128
16,192,0,16,1581725
16,192,0,16,1625785
16,192,0,16,1633641
16,192,0,16,1636420
16,192,0,16,1640154
16,192,0,16,1600720
16,192,0,16,1650009
16,192,0,16,1630021
16,192,0,16,1681056
16,192,0,16,1646675
16,192,0,16,1662246
16,192,0,16,1624454
16,192,0,16,1668740
16,192,0,16,1682816
16,192,0,16,1648914
16,192,0,16,1645538
16,192,0,16,1634752
16,192,0,16,1632826
16,192,0,16,1682558
16,192,0,16,1605644
16,192,0,16,1592853
16,192,0,16,1664098
16,192,0,16,1656601
16,192,0,16,1642595
16,192,0,16,1693967
16,192,0,16,1603556
16,192,0,16,1674496
16,192,0,16,1701560
16,192,0,16,1640734
16,192,0,16,1678670
16,192,0,16,1652108
16,192,0,16,1599645
16,192,0,16,1607447
16,192,0,16,1575925
16,192,0,16,1555721
16,192,0,16,2198766
16,192,0,16,1595120
16,192,0,16,1746478
16,192,0,16,1623054
16,192,0,16,1621990
16,192,0,16,1674135
16,192,0,16,1654570
16,192,0,16,1704111
16,192,0,16,1721223
16,192,0,16,2503714
16,192,0,16,1788452
16,192,0,16,1796615
16,192,0,16,1763431
16,192,0,16,1798215
16,192,0,16,1830074
16,192,0,16,1809856
16,192,0,16,1774311
16,192,0,16,1826275
16,192,0,16,1794618
16,192,0,16,1762946
16,192,0,16,1753706
16,192,0,16,1715293
16,192,0,16,1736363
16,192,0,16,1691199
21,252,0,16,2079693
21,252,0,21,2222705
21,252,0,21,2197014
21,252,0,21,2170997
21,252,0,21,2154245
21,252,0,21,2084664
21,252,0,21,2096654
21,252,0,21,2040703
21,252,0,21,2103602
21,252,0,21,2005046
21,252,0,21,2003421
21,252,0,21,1948114
21,252,0,21,1955070
21,252,0,21,1914724
21,252,0,21,1929248
21,252,0,21,2012577
21,252,0,21,1939687
21,252,0,21,1924922
21,252,0,21,1924392
21,252,0,21,1905889
21,252,0,21,1978538
21,252,0,21,1973917
21,252,0,21,2059767
21,252,0,21,1884801
21,252,0,21,1906749
21,252,0,21,1884310
21,252,0,21,1884176
21,252,0,21,1905777
21,252,0,21,1936458
21,252,0,21,1905760
21,252,0,21,1882342
21,252,0,21,1859295
21,252,0,21,1907308
21,252,0,21,1881331
21,252,0,21,1842473
21,252,0,21,1885572
21,252,0,21,1957961
21,252,0,21,1840506
21,252,0,21,1875604
21,252,0,21,1879191
21,252,0,21,2042620
21,252,0,21,1991123
21,252,0,21,1869948
21,252,0,21,1918361
21,252,0,21,1875923
21,252,0,21,1911170
21,252,0,21,1840445
21,252,0,21,1854949
21,252,0,21,1857009
21,252,0,21,1840042
21,252,0,21,1896213
21,252,0,21,1893460
21,252,0,21,1878970
21,252,0,21,1826679
21,252,0,21,1861671
21,252,0,21,1811117
21,252,0,21,1801510
21,252,0,21,1784553
21,252,0,21,1918264
21,252,0,21,1792430
21,252,0,21,1860464
21,252,0,21,1797941
21,252,0,21,1800140
21,252,0,21,1827839
21,252,0,21,1788140
21,252,0,21,1838656
21,252,0,21,1845869
21,252,0,21,1833799
21,252,0,21,1751643
21,252,0,21,1743036
21,252,0,21,1724414
21,252,0,21,1765825
21,252,0,21,1780999
21,252,0,21,1783999
21,252,0,21,1846297
21,252,0,21,1795427
21,252,0,21,1744548
21,252,0,21,1735087
21,252,0,21,1744591
21,252,0,21,1744037
21,252,0,21,1747287
21,252,0,21,1717932
21,252,0,21,1829518
21,252,0,21,1726064
21,252,0,21,1756869
21,252,0,21,1751309
21,252,0,21,1738381
21,252,0,21,1702247
21,252,0,21,1806218
21,252,0,21,1795407
21,252,0,21,1794688
21,252,0,21,1750166
21,252,0,21,1752828
21,252,0,21,1704417
21,252,0,21,1742305
21,252,0,21,1694273
21,252,0,21,1740311
21,252,0,21,1684741
21,252,0,21,1757492
21,252,0,21,1797740
21,252,0,21,1808452
21,252,0,21,1783072
21,252,0,21,1747904
21,252,0,21,1771712
21,252,0,21,2078523
21,252,0,21,1974377
21,252,0,21,1770996
21,252,0,21,1828265
21,252,0,21,1953178
21,252,0,21,2130905
21,252,0,21,2348896
21,252,0,21,2657686
21,252,0,21,3028125
21,252,0,21,3339507
21,252,0,21,3512641
21,252,0,21,3518573
21,252,0,21,4007972
21,252,0,21,4700714
21,252,0,21,4748912
21,252,0,21,4740494
21,252,0,21,4779620
21,252,0,21,4679250
21,252,0,21,3485328
21,252,0,21,3107705
21,252,0,21,2792176
21,252,0,21,2619843
21,252,0,21,2494499
21,252,0,21,2373090
21,252,0,21,2297793
21,252,0,21,2280763
21,252,0,21,2179196
21,252,0,21,2127471
21,252,0,21,2090029
21,252,0,21,2058203
21,252,0,21,2014859
21,252,0,21,2028399
21,252,0,21,1989354
21,252,0,21,1993273
21,252,0,21,1942787
21,252,0,21,1927164
21,252,0,21,1887644
21,252,0,21,1934001
21,252,0,21,1942225
21,252,0,21,1889686
21,252,0,21,1841927
21,252,0,21,1821152
21,252,0,21,1816536
21,252,0,21,1821711
21,252,0,21,1802838
21,252,0,21,1805567
21,252,0,21,1855632
21,252,0,21,1789269
21,252,0,21,1798422
21,252,0,21,1791746
21,252,0,21,1753693
21,252,0,21,1751187
21,252,0,21,1780922
21,252,0,21,1767550
21,252,0,21,1796195
21,252,0,21,1729458
21,252,0,21,1704017
21,252,0,21,1775261
21,252,0,21,1779572
21,252,0,21,1744349
21,252,0,21,1738459
21,252,0,21,1706241
21,252,0,21,1789797
21,252,0,21,1732348
21,252,0,21,1790712
21,252,0,21,1741203
21,252,0,21,1719409
21,252,0,21,1783781
21,252,0,21,1875582
21,252,0,21,1791628
21,252,0,21,1850210
21,252,0,21,1790584
21,252,0,21,1820094
21,252,0,21,1863960
21,252,0,21,1712209
21,252,0,21,1831541
21,252,0,21,1827307
21,252,0,21,1832286
21,252,0,21,1843874
21,252,0,21,1745882
21,252,0,21,1752882
21,252,0,21,1797639
21,252,0,21,1759672
21,252,0,21,1913065
21,252,0,21,1775022
21,252,0,21,1825917
21,252,0,21,1752356
21,252,0,21,1759816
21,252,0,21,1712932
21,252,0,21,1722886
21,252,0,21,1713398
21,252,0,21,1784490
21,252,0,21,1774683
21,252,0,21,1815308
21,252,0,21,1771070
21,252,0,21,1774390
21,252,0,21,1757739
21,252,0,21,1747129
21,252,0,21,1780386
21,252,0,21,1776919
21,252,0,21,1753950
21,252,0,21,1846068
21,252,0,21,1794735
21,252,0,21,1809266
21,252,0,21,1785830
21,252,0,21,1782600
21,252,0,21,1780782
21,252,0,21,1791508
21,252,0,21,1854341
21,252,0,21,1830498
21,252,0,21,1826570
21,252,0,21,1818283
21,252,0,21,1785938
21,252,0,21,1783736
21,252,0,21,1809768
21,252,0,21,1780855
21,252,0,21,1849393
21,252,0,21,1852821
21,252,0,21,1809406
21,252,0,21,1785042
21,252,0,21,1837279
21,252,0,21,1771619
21,252,0,21,1774032
21,252,0,21,1823620
21,252,0,21,1910033
21,252,0,21,1848834
21,252,0,21,1819770
21,252,0,21,1835390
21,252,0,21,1824961
21,252,0,21,1837786
21,252,0,21,1800824
21,252,0,21,1797284
21,252,0,21,1838606
21,252,0,21,1816965
21,252,0,21,1758189
21,252,0,21,1789327
21,252,0,21,1784428
21,252,0,21,1794663
21,252,0,21,1812757
21,252,0,21,1871404
21,252,0,21,1843802
21,252,0,21,1773820
21,252,0,21,1775838
21,252,0,21,1794912
21,252,0,21,2312465
21,252,0,21,1878556
21,252,0,21,1795442
21,252,0,21,1979072
21,252,0,21,2158151
21,252,0,21,2441986
21,252,0,21,2883922
21,252,0,21,3815587
21,252,0,21,4782371
21,252,0,21,4778042
21,252,0,21,4798252
21,252,0,21,4807707
21,252,0,21,4830774
21,252,0,21,4809246
21,252,0,21,4820142
21,252,0,21,4876942
21,252,0,21,4799549
21,252,0,21,4435666
21,252,0,21,3515191
21,252,0,21,2875435
21,252,0,21,2737816
21,252,0,21,2575459
21,252,0,21,2512198
21,252,0,21,2438567
21,252,0,21,2303845
21,252,0,21,2257921
21,252,0,21,2196166
21,252,0,21,2115408
21,252,0,21,2086790
21,252,0,21,2078955
21,252,0,21,2048229
21,252,0,21,2004960
21,252,0,21,2184443
21,252,0,21,2159621
21,252,0,21,1952078
21,252,0,21,1882566
21,252,0,21,1926831
21,252,0,21,1863284
21,252,0,21,1876384
21,252,0,21,1890518
21,252,0,21,1823740
21,252,0,21,1798268
21,252,0,21,1776216
21,252,0,21,1836943
21,252,0,21,1814507
21,252,0,21,1803606
21,252,0,21,1818020
21,252,0,21,1871849
21,252,0,21,1837317
21,252,0,21,1809708
21,252,0,21,1763545
21,252,0,21,1856487
21,252,0,21,1779987
21,252,0,21,1723700
21,252,0,21,1757498
21,252,0,21,1741505
21,252,0,21,1745859
21,252,0,21,1706888
21,252,0,21,1783242
21,252,0,21,1915091
21,252,0,21,1838257
21,252,0,21,1722554
21,252,0,21,1775262
21,252,0,21,1707023
21,252,0,21,1674918
21,252,0,21,1697767
21,252,0,21,1679856
21,252,0,21,1727542
21,252,0,21,1854816
21,252,0,21,1713583
21,252,0,21,1771897
21,252,0,21,1752806
21,252,0,21,1888808
21,252,0,21,1784712
21,252,0,21,1803149
21,252,0,21,1822808
21,252,0,21,1783965
21,252,0,21,1840646
21,252,0,21,1777398
21,252,0,21,1756232
21,252,0,21,1712667
21,252,0,21,1752243
21,252,0,21,1767551
21,252,0,21,1824507
21,252,0,21,1866061
21,252,0,21,1829640
21,252,0,21,1801455
21,252,0,21,1943908
21,252,0,21,2223397
21,252,0,21,2673767
21,252,0,21,3271802
21,252,0,21,4419418
21,252,0,21,4792305
21,252,0,21,4848044
21,252,0,21,4822737
21,252,0,21,4774520
21,252,0,21,4792592
21,252,0,21,4835290
21,252,0,21,4766218
21,252,0,21,4840625
21,252,0,21,4104363
21,252,0,21,3145063
21,252,0,21,2878470
21,252,0,21,2615816
21,252,0,21,2496782
21,252,0,21,2354856
21,252,0,21,2253421
21,252,0,21,2204552
21,252,0,21,2151083
21,252,0,21,2098081
21,252,0,21,2107245
21,252,0,21,2073201
21,252,0,21,2003009
21,252,0,21,2018412
21,252,0,21,1985251
21,252,0,21,1945475
21,252,0,21,1943428
21,252,0,21,2000769
21,252,0,21,1893874
21,252,0,21,1892779
21,252,0,21,1895896
21,252,0,21,1845899
21,252,0,21,1864823
21,252,0,21,1925267
21,252,0,21,1876577
21,252,0,21,1832811
21,252,0,21,1779302
21,252,0,21,1768180
21,252,0,21,1806159
21,252,0,21,1804126
21,252,0,21,1793154
21,252,0,21,1807920
21,252,0,21,1846397
21,252,0,21,1839966
21,252,0,21,1773414
21,252,0,21,1777085
21,252,0,21,1742422
21,252,0,21,1758666
21,252,0,21,1732090
21,252,0,21,1771710
21,252,0,21,1787864
21,252,0,21,1830971
21,252,0,21,1715543
21,252,0,21,1759233
21,252,0,21,1741174
21,252,0,21,1773666
21,252,0,21,1752178
21,252,0,21,1718365
21,252,0,21,1786882
21,252,0,21,1730572
21,252,0,21,1850357
21,252,0,21,1752219
21,252,0,21,1816849
21,252,0,21,1854519
21,252,0,21,1771689
21,252,0,21,1781655
21,252,0,21,1917120
21,252,0,21,1890686
21,252,0,21,1896984
21,252,0,21,1710100
21,252,0,21,1720193
21,252,0,21,1778672
21,252,0,21,1793390
21,252,0,21,1816815
21,252,0,21,1781101
21,252,0,21,1982735
21,252,0,21,1790678
21,252,0,21,1722738
21,252,0,21,1789929
21,252,0,21,1787503
