n_objects,n_triangles,n_collisions,n_draw_calls,time_ns
26,158012.0,25.0,26.0,1775838.1944444445
46,284412.0,45.0,46.0,2885995.0
86,537212.0,122.5,86.0,4909696.3
106,663612.0,207.22222222222223,106.0,5879119.444444444
126,790012.0,355.0,126.0,7437403.571428572
