n_objects,n_triangles,n_collisions,n_draw_calls,time_ns
26,312.0,0.0,311.86425339366514,1701906.4954751132
46,552.0,0.0,551.7183098591549,2648166.075117371
86,1032.0,0.0,1031.381443298969,4770356.072164948
106,1272.0,0.0,1271.1304347826087,5871998.391304348
126,1512.0,0.0,1510.867924528302,7207765.849056603
