n_objects,n_triangles,n_collisions,n_draw_calls,time_ns
26,158012.0,0.0,26.0,1853701.294117647
46,284412.0,0.0,46.0,2903650.625
86,537212.0,0.0,86.0,5006796.454545454
106,663612.0,0.0,106.0,5983362.428571428
126,790012.0,0.0,126.0,7388525.4
