n_objects,n_triangles,n_collisions,n_draw_calls,time_ns
26,158012.0,0.0,157259.61904761905,45725573.97619048
46,284412.0,0.0,283322.3448275862,72974551.0
86,537212.0,0.0,535548.8421052631,125791157.57894737
106,663612.0,0.0,661354.8571428572,159958733.2142857
126,790012.0,0.0,787139.2727272727,190282606.63636363
